ID,STIX ID,name,description,url,created,last modified,domain,version,tactics,detection,platforms,contributors,relationship citations
T0840,attack-pattern--ea0c980c-5cf0-43a7-a049-59c4c207566e,Network Connection Enumeration,"Adversaries may perform network connection enumeration to discover information about device communication patterns. If an adversary can inspect the state of a network connection with tools, such as Netstat(Citation: Netstat), in conjunction with [System Firmware](https://attack.mitre.org/techniques/T0857), then they can determine the role of certain devices on the network  (Citation: MITRE). The adversary can also use [Network Sniffing](https://attack.mitre.org/techniques/T0842) to watch network traffic for details about the source, destination, protocol, and content.",https://attack.mitre.org/techniques/T0840,21 May 2020,15 April 2025,ics-attack,1.2,Discovery,,None,,"(Citation: Anton Cherepanov, ESET June 2017),(Citation: Ben Hunter and Fred Gutierrez July 2020),,,"
T0842,attack-pattern--38213338-1aab-479d-949b-c81b66ccca5c,Network Sniffing,"Network sniffing is the practice of using a network interface on a computer system to monitor or capture information (Citation: Enterprise ATT&CK January 2018) regardless of whether it is the specified destination for the information. 

An adversary may attempt to sniff the traffic to gain information about the target. This information can vary in the level of importance. Relatively unimportant information is general communications to and from machines.  Relatively important information would be login information. User credentials may be sent over an unencrypted protocol, such as Telnet, that can be captured and obtained through network packet analysis. 

In addition, ARP and Domain Name Service (DNS) poisoning can be used to capture credentials to websites, proxies, and internal systems by redirecting traffic to an adversary.",https://attack.mitre.org/techniques/T0842,21 May 2020,16 April 2025,ics-attack,1.0,Discovery,,None,,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Carl Hurd March 2019),(Citation: Wylie-22),(Citation: William Largent June 2018),(Citation: Keith Stouffer May 2015),(Citation: National Institute of Standards and Technology April 2013),,"
T0861,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,Point & Tag Identification,"Adversaries may collect point and tag values to gain a more comprehensive understanding of the process environment. Points may be values such as inputs, memory locations, outputs or other process specific variables. (Citation: Dennis L. Sloatman September 2016) Tags are the identifiers given to points for operator convenience. 

Collecting such tags provides valuable context to environmental points and enables an adversary to map inputs, outputs, and other values to their control processes. Understanding the points being collected may inform an adversary on which processes and values to keep track of over the course of an operation.",https://attack.mitre.org/techniques/T0861,21 May 2020,16 April 2025,ics-attack,1.1,Collection,,None,Jos Wetzels - Midnight Blue,"(Citation: ICS-CERT August 2018),(Citation: CISA-AA22-103A),(Citation: Daavid Hentunen, Antti Tikkanen June 2014),(Citation: Karen Scarfone; Paul Hoffman September 2009),(Citation: Keith Stouffer May 2015),(Citation: Dwight Anderson 2014),(Citation: Department of Homeland Security September 2016),,"
T0843,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,Program Download,"Adversaries may perform a program download to transfer a user program to a controller. 

Variations of program download, such as online edit and program append, allow a controller to continue running during the transfer and reconfiguration process without interruption to process control. However, before starting a full program download (i.e., download all) a controller may need to go into a stop state. This can have negative consequences on the physical process, especially if the controller is not able to fulfill a time-sensitive action. Adversaries may choose to avoid a download all in favor of an online edit or program append to avoid disrupting the physical process. An adversary may need to use the technique Detect Operating Mode or Change Operating Mode to make sure the controller is in the proper mode to accept a program download.

The granularity of control to transfer a user program in whole or parts is dictated by the management protocol (e.g., S7CommPlus, TriStation) and underlying controller API. Thus, program download is a high-level term for the suite of vendor-specific API calls used to configure a controllers user program memory space.  

[Modify Controller Tasking](https://attack.mitre.org/techniques/T0821) and [Modify Program](https://attack.mitre.org/techniques/T0889) represent the configuration changes that are transferred to a controller via a program download.",https://attack.mitre.org/techniques/T0843,21 May 2020,16 April 2025,ics-attack,1.1,Lateral Movement,,None,,"(Citation: Spenneberg, Ralf, Maik Brggemann, and Hendrik Schwartke March 2016),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Brubaker-Incontroller),(Citation: FireEye TRITON Dec 2017),(Citation: Jos Wetzels January 2018),(Citation: Wylie-22),(Citation: IEC February 2019),(Citation: Department of Homeland Security September 2016),,"
T0845,attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,Program Upload,"Adversaries may attempt to upload a program from a PLC to gather information about an industrial process. Uploading a program may allow them to acquire and study the underlying logic. Methods of program upload include vendor software, which enables the user to upload and read a program running on a PLC. This software can be used to upload the target program to a workstation, jump box, or an interfacing device.",https://attack.mitre.org/techniques/T0845,21 May 2020,25 April 2025,ics-attack,1.0,Collection,,None,,"(Citation: MDudek-ICS),(Citation: Brubaker-Incontroller),(Citation: Wylie-22),(Citation: Department of Homeland Security September 2016),,"
T0873,attack-pattern--e72425f8-9ae6-41d3-bfdb-e1b865e60722,Project File Infection,"Adversaries may attempt to infect project files with malicious code. These project files may consist of objects, program organization units, variables such as tags, documentation, and other configurations needed for PLC programs to function. (Citation: Beckhoff) Using built in functions of the engineering software, adversaries may be able to download an infected program to a PLC in the operating environment enabling further [Execution](https://attack.mitre.org/tactics/TA0104) and [Persistence](https://attack.mitre.org/tactics/TA0110) techniques. (Citation: PLCdev) 

Adversaries may export their own code into project files with conditions to execute at specific intervals. (Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011) Malicious programs allow adversaries control of all aspects of the process enabled by the PLC. Once the project file is downloaded to a PLC the workstation device may be disconnected with the infected project file still executing. (Citation: PLCdev)",https://attack.mitre.org/techniques/T0873,21 May 2020,15 April 2025,ics-attack,1.0,Persistence,,None,,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: National Institute of Standards and Technology April 2013),,"
T0886,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,Remote Services,"Adversaries may leverage remote services to move between assets and network segments. These services are often used to allow operators to interact with systems remotely within the network, some examples are RDP, SMB, SSH, and other similar mechanisms. (Citation: Blake Johnson, Dan Caban, Marina Krotofil, Dan Scali, Nathan Brubaker, Christopher Glyer December 2017) (Citation: Dragos December 2017) (Citation: Joe Slowik April 2019) 

Remote services could be used to support remote access, data transmission, authentication, name resolution, and other remote functions. Further, remote services may be necessary to allow operators and administrators to configure systems within the network from their engineering or management workstations. An adversary may use this technique to access devices which may be dual-homed (Citation: Blake Johnson, Dan Caban, Marina Krotofil, Dan Scali, Nathan Brubaker, Christopher Glyer December 2017) to multiple network segments, and can be used for [Program Download](https://attack.mitre.org/techniques/T0843) or to execute attacks on control devices directly through [Valid Accounts](https://attack.mitre.org/techniques/T0859).

Specific remote services (RDP & VNC) may be a precursor to enable [Graphical User Interface](https://attack.mitre.org/techniques/T0823) execution on devices such as HMIs or engineering workstation software.

Based on incident data, CISA and FBI assessed that Chinese state-sponsored actors also compromised various authorized remote access channels, including systems designed to transfer data and/or allow access between corporate and ICS networks.  (Citation: CISA AA21-201A Pipeline Intrusion July 2021)",https://attack.mitre.org/techniques/T0886,12 April 2021,16 April 2025,ics-attack,1.1,"Initial Access, Lateral Movement",,None,Daisuke Suzuki,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Brubaker-Incontroller),(Citation: Dragos Crashoverride 2018),(Citation: Max Heinemeyer February 2020),(Citation: Triton-EENews-2017),(Citation: Wylie-22),(Citation: FireEye TRITON 2018),(Citation: Dragos-Pipedream),(Citation: Andy Greenberg June 2017),(Citation: North America Transmission Forum December 2019),,"
T0846,attack-pattern--d5a69cfb-fc2a-46cb-99eb-74b236db5061,Remote System Discovery,"Adversaries may attempt to get a listing of other systems by IP address, hostname, or other logical identifier on a network that may be used for subsequent Lateral Movement or Discovery techniques. Functionality could exist within adversary tools to enable this, but utilities available on the operating system or vendor software could also be used. (Citation: Enterprise ATT&CK January 2018)",https://attack.mitre.org/techniques/T0846,21 May 2020,16 April 2025,ics-attack,1.1,Discovery,,None,,"(Citation: Spenneberg, Ralf, Maik Brggemann, and Hendrik Schwartke March 2016),(Citation: Booz Allen Hamilton),(Citation: CISA-AA22-103A),(Citation: Julian Rrushi, Hassan Farhangi, Clay Howey, Kelly Carmichael, Joey Dabell December 2015),(Citation: Wylie-22),(Citation: Anton Cherepanov, ESET June 2017),(Citation: DHS CISA February 2019),(Citation: Dragos-Pipedream),(Citation: Charles McLellan March 2016),(Citation: D. Parsons and D. Wylie September 2019),(Citation: Aditya K Sood July 2019),(Citation: Colin Gray),(Citation: Langner November 2018),(Citation: Josh Rinaldi April 2016),,"
T0888,attack-pattern--2fedbe69-581f-447d-8a78-32ee7db939a9,Remote System Information Discovery,"An adversary may attempt to get detailed information about remote systems and their peripherals, such as make/model, role, and configuration. Adversaries may use information from Remote System Information Discovery to aid in targeting and shaping follow-on behaviors. For example, the system's operational role and model information can dictate whether it is a relevant target for the adversary's operational objectives. In addition, the system's configuration may be used to scope subsequent technique usage. 

Requests for system information are typically implemented using automation and management protocols and are often automatically requested by vendor software during normal operation. This information may be used to tailor management actions, such as program download and system or module firmware. An adversary may leverage this same information by issuing calls directly to the system's API.",https://attack.mitre.org/techniques/T0888,13 April 2021,16 April 2025,ics-attack,1.1,Discovery,,None,,"(Citation: ICS-CERT August 2018),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Industroyer2 ESET April 2022),(Citation: CISA-AA22-103A),(Citation: Wylie-22),(Citation: ESET Industroyer),(Citation: Daavid Hentunen, Antti Tikkanen June 2014),(Citation: Industroyer2 Forescout July 2022),(Citation: D. Parsons and D. Wylie September 2019),(Citation: Aditya K Sood July 2019),(Citation: Colin Gray),(Citation: Langner November 2018),(Citation: Josh Rinaldi April 2016),,"
T0847,attack-pattern--c267bbee-bb59-47fe-85e0-3ed210337c21,Replication Through Removable Media,"Adversaries may move onto systems, such as those separated from the enterprise network, by copying malware to removable media which is inserted into the control systems environment. The adversary may rely on unknowing trusted third parties, such as suppliers or contractors with access privileges, to introduce the removable media. This technique enables initial access to target devices that never connect to untrusted networks, but are physically accessible.     

Operators of the German nuclear power plant, Gundremmingen, discovered malware on a facility computer not connected to the internet. (Citation: Kernkraftwerk Gundremmingen April 2016) (Citation: Trend Micro April 2016) The malware included Conficker and W32.Ramnit, which were also found on eighteen removable disk drives in the facility. (Citation: Christoph Steitz, Eric Auchard April 2016) (Citation: Catalin Cimpanu April 2016) (Citation: Peter Dockrill April 2016) (Citation: Lee Mathews April 2016) (Citation: Sean Gallagher April 2016) (Citation: Dark Reading Staff April 2016) The plant has since checked for infection and cleaned up more than 1,000 computers. (Citation: BBC April 2016) An ESET researcher commented that internet disconnection does not guarantee system safety from infection or payload execution. (Citation: ESET April 2016)",https://attack.mitre.org/techniques/T0847,21 May 2020,15 April 2025,ics-attack,1.0,Initial Access,,None,,"(Citation: Catalin Cimpanu April 2016),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Symantec June 2015),(Citation: Langer Stuxnet),,,"
T0848,attack-pattern--b14395bd-5419-4ef4-9bd8-696936f509bb,Rogue Master,"Adversaries may setup a rogue master to leverage control server functions to communicate with outstations. A rogue master can be used to send legitimate control messages to other control system devices, affecting processes in unintended ways. It may also be used to disrupt network communications by capturing and receiving the network traffic meant for the actual master. Impersonating a master may also allow an adversary to avoid detection. 

In the case of the 2017 Dallas Siren incident, adversaries used a rogue master to send command messages to the 156 distributed sirens across the city, either through a single rogue transmitter with a strong signal, or using many distributed repeaters. (Citation: Bastille April 2017) (Citation: Zack Whittaker April 2017)",https://attack.mitre.org/techniques/T0848,21 May 2020,16 April 2025,ics-attack,1.2,Initial Access,,None,,"(Citation: Marshall Abrams July 2008),(Citation: Karen Scarfone; Paul Hoffman September 2009),(Citation: Keith Stouffer May 2015),(Citation: Dwight Anderson 2014),(Citation: Department of Homeland Security September 2016),,"
T0851,attack-pattern--3b6b9246-43f8-4c69-ad7a-2b11cfe0a0d9,Rootkit,"Adversaries may deploy rootkits to hide the presence of programs, files, network connections, services, drivers, and other system components. Rootkits are programs that hide the existence of malware by intercepting and modifying operating-system API calls that supply system information. Rootkits or rootkit-enabling functionality may reside at the user or kernel level in the operating system, or lower. (Citation: Enterprise ATT&CK January 2018)   

Firmware rootkits that affect the operating system yield nearly full control of the system. While firmware rootkits are normally developed for the main processing board, they can also be developed for the I/O that is attached to an asset. Compromise of this firmware allows the modification of all of the process variables and functions the module engages in. This may result in commands being disregarded and false information being fed to the main device. By tampering with device processes, an adversary may inhibit its expected response functions and possibly enable [Impact](https://attack.mitre.org/tactics/TA0105).",https://attack.mitre.org/techniques/T0851,21 May 2020,16 April 2025,ics-attack,1.1,"Evasion, Inhibit Response Function",,None,,"(Citation: Langer Stuxnet),(Citation: IEC February 2019),,"
T0852,attack-pattern--c5e3cdbc-0387-4be9-8f83-ff5c0865f377,Screen Capture,"Adversaries may attempt to perform screen capture of devices in the control system environment. Screenshots may be taken of workstations, HMIs, or other devices that display environment-relevant process, device, reporting, alarm, or related data. These device displays may reveal information regarding the ICS process, layout, control, and related schematics. In particular, an HMI can provide a lot of important industrial process information. (Citation: ICS-CERT October 2017) Analysis of screen captures may provide the adversary with an understanding of intended operations and interactions between critical devices.",https://attack.mitre.org/techniques/T0852,21 May 2020,24 October 2025,ics-attack,1.0,Collection,,None,,"(Citation: Jacqueline O'Leary et al. September 2017),(Citation: Dragos),(Citation: ICS-CERT October 2017),(Citation: Junnosuke Yagi March 2017),,,"
T0853,attack-pattern--2dc2b567-8821-49f9-9045-8740f3d0b958,Scripting,"Adversaries may use scripting languages to execute arbitrary code in the form of a pre-written script or in the form of user-supplied code to an interpreter. Scripting languages are programming languages that differ from compiled languages, in that scripting languages use an interpreter, instead of a compiler. These interpreters read and compile part of the source code just before it is executed, as opposed to compilers, which compile each and every line of code to an executable file. Scripting allows software developers to run their code on any system where the interpreter exists. This way, they can distribute one package, instead of precompiling executables for many different systems. Scripting languages, such as Python, have their interpreters shipped as a default with many Linux distributions. 

In addition to being a useful tool for developers and administrators, scripting language interpreters may be abused by the adversary to execute code in the target environment. Due to the nature of scripting languages, this allows for weaponized code to be deployed to a target easily, and leaves open the possibility of on-the-fly scripting to perform a task.",https://attack.mitre.org/techniques/T0853,21 May 2020,16 April 2025,ics-attack,1.0,Execution,,None,,"(Citation: DHS CISA February 2019),(Citation: Mandiant-Sandworm-Ukraine-2022),(Citation: Dragos Crashoverride 2018),(Citation: Robert Falcone, Bryan Lee May 2016),(Citation: FireEye TEMP.Veles 2018),(Citation: Symantec March 2019),(Citation: Dragos),(Citation: Tom Fakterman August 2019),,,"
T0881,attack-pattern--063b5b92-5361-481a-9c3f-95492ed9a2d8,Service Stop,Adversaries may stop or disable services on a system to render those services unavailable to legitimate users. Stopping critical services can inhibit or stop response to an incident or aid in the adversary's overall objectives to cause damage to the environment. (Citation: Enterprise ATT&CK)  Services may not allow for modification of their data stores while running. Adversaries may stop services in order to conduct Data Destruction. (Citation: Enterprise ATT&CK),https://attack.mitre.org/techniques/T0881,21 May 2020,15 April 2025,ics-attack,1.1,Inhibit Response Function,,None,,"(Citation: Industroyer2 Mandiant April 2022),(Citation: Ben Hunter and Fred Gutierrez July 2020),(Citation: Anton Cherepanov),(Citation: Anton Cherepanov, ESET June 2017),(Citation: Daniel Kapellmann Zafra, Keith Lunden, Nathan Brubaker, Jeremy Kennelly July 2020),(Citation: McAfee Labs October 2019),(Citation: Department of Homeland Security September 2016),,"
T0865,attack-pattern--648f995e-9c3a-41e4-aeee-98bb41037426,Spearphishing Attachment,"Adversaries may use a spearphishing attachment, a variant of spearphishing, as a form of a social engineering attack against specific targets. Spearphishing attachments are different from other forms of spearphishing in that they employ malware attached to an email. All forms of spearphishing are electronically delivered and target a specific individual, company, or industry. In this scenario, adversaries attach a file to the spearphishing email and usually rely upon [User Execution](https://attack.mitre.org/techniques/T0863) to gain execution and access. (Citation: Enterprise ATT&CK October 2019) 

A Chinese spearphishing campaign running from December 9, 2011 through February 29, 2012, targeted ONG organizations and their employees. The emails were constructed with a high level of sophistication to convince employees to open the malicious file attachments. (Citation: CISA AA21-201A Pipeline Intrusion July 2021)",https://attack.mitre.org/techniques/T0865,21 May 2020,16 April 2025,ics-attack,1.1,Initial Access,,None,,"(Citation: Andy Greenburg June 2019),(Citation: Eduard Kovacs March 2018),(Citation: Jeff Jones May 2018),(Citation: Novetta Threat Research Group February 2016),(Citation: Jacqueline O'Leary et al. September 2017),(Citation: Robert Falcone, Bryan Lee May 2016),(Citation: Booz Allen Hamilton),(Citation: Daavid Hentunen, Antti Tikkanen June 2014),,,"
T0856,attack-pattern--8535b71e-3c12-4258-a4ab-40257a1becc4,Spoof Reporting Message,"Adversaries may spoof reporting messages in control system environments for evasion and to impair process control. In control systems, reporting messages contain telemetry data (e.g., I/O values) pertaining to the current state of equipment and the industrial process. Reporting messages are important for monitoring the normal operation of a system or identifying important events such as deviations from expected values. 

If an adversary has the ability to Spoof Reporting Messages, they can impact the control system in many ways. The adversary can Spoof Reporting Messages that state that the process is operating normally, as a form of evasion. The adversary could also Spoof Reporting Messages to make the defenders and operators think that other errors are occurring in order to distract them from the actual source of a problem. (Citation: Bonnie Zhu, Anthony Joseph, Shankar Sastry 2011) ",https://attack.mitre.org/techniques/T0856,21 May 2020,16 April 2025,ics-attack,1.2,"Evasion, Impair Process Control",,None,,"(Citation: Marshall Abrams July 2008),(Citation: Karen Scarfone; Paul Hoffman September 2009),(Citation: Keith Stouffer May 2015),(Citation: Dwight Anderson 2014),(Citation: Department of Homeland Security September 2016),,"
T0869,attack-pattern--e076cca8-2f08-45c9-aff7-ea5ac798b387,Standard Application Layer Protocol,"Adversaries may establish command and control capabilities over commonly used application layer protocols such as HTTP(S), OPC, RDP, telnet, DNP3, and modbus. These protocols may be used to disguise adversary actions as benign network traffic. Standard protocols may be seen on their associated port or in some cases over a non-standard port.  Adversaries may use these protocols to reach out of the network for command and control, or in some cases to other infected devices within the network.",https://attack.mitre.org/techniques/T0869,21 May 2020,25 April 2025,ics-attack,1.0,Command and Control,,None,,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Dragos FROSTYGOOP 2024),(Citation: Robert Falcone, Bryan Lee May 2016),(Citation: Booz Allen Hamilton),(Citation: CISA-AA22-103A),(Citation: SecureWorks September 2019),(Citation: Jos Wetzels January 2018),(Citation: Tom Fakterman August 2019),,,"
T0862,attack-pattern--5e0f75da-e108-4688-a6de-a4f07cc2cbe3,Supply Chain Compromise,"Adversaries may perform supply chain compromise to gain control systems environment access by means of infected products, software, and workflows. Supply chain compromise is the manipulation of products, such as devices or software, or their delivery mechanisms before receipt by the end consumer. Adversary compromise of these products and mechanisms is done for the goal of data or system compromise, once infected products are introduced to the target environment. 

Supply chain compromise can occur at all stages of the supply chain, from manipulation of development tools and environments to manipulation of developed products and tools distribution mechanisms. This may involve the compromise and replacement of legitimate software and patches, such as on third party or vendor websites. Targeting of supply chain compromise can be done in attempts to infiltrate the environments of a specific audience. In control systems environments with assets in both the IT and OT networks, it is possible a supply chain compromise affecting the IT environment could enable further access to the OT environment.   

Counterfeit devices may be introduced to the global supply chain posing safety and cyber risks to asset owners and operators. These devices may not meet the safety, engineering and manufacturing requirements of regulatory bodies but may feature tagging indicating conformance with industry standards. Due to the lack of adherence to standards and overall lesser quality, the counterfeit products may pose a serious safety and operational risk. (Citation: Control Global May 2019) 

Yokogawa identified instances in which their customers received counterfeit differential pressure transmitters using the Yokogawa logo. The counterfeit transmitters were nearly indistinguishable with a semblance of functionality and interface that mimics the genuine product. (Citation: Control Global May 2019) 

F-Secure Labs analyzed the approach the adversary used to compromise victim systems with Havex. (Citation: Daavid Hentunen, Antti Tikkanen June 2014) The adversary planted trojanized software installers available on legitimate ICS/SCADA vendor websites. After being downloaded, this software infected the host computer with a Remote Access Trojan (RAT).",https://attack.mitre.org/techniques/T0862,21 May 2020,16 April 2025,ics-attack,1.1,Initial Access,,None,,"(Citation: Symantec Security Response July 2014),(Citation: Daavid Hentunen, Antti Tikkanen June 2014),(Citation: Dragos Threat Intelligence August 2019),(Citation: OWASP),(Citation: Robert A. Martin January 2021),,"
T0894,attack-pattern--1c5cf58c-a34a-40d7-82f4-f987cdfc2b91,System Binary Proxy Execution,"Adversaries may bypass process and/or signature-based defenses by proxying execution of malicious content with signed, or otherwise trusted, binaries. Binaries used in this technique are often Microsoft-signed files, indicating that they have been either downloaded from Microsoft or are already native in the operating system. (Citation: LOLBAS Project) Binaries signed with trusted digital certificates can typically execute on Windows systems protected by digital signature validation. Several Microsoft signed binaries that are default on Windows installations can be used to proxy execution of other files or commands. Similarly, on Linux systems adversaries may abuse trusted binaries such as split to proxy execution of malicious commands. (Citation: split man page)(Citation: GTFO split)

Adversaries may abuse application binaries installed on a system for proxy execution of malicious code or domain-specific commands. These commands could be used to target local resources on the device or networked devices within the environment through defined APIs ([Execution through API](https://attack.mitre.org/techniques/T0871)) or application-specific programming languages (e.g., MicroSCADA SCIL). Application binaries may be signed by the developer or generally trusted by the operators, analysts, and monitoring tools accustomed to the environment. These applications may be developed and/or directly provided by the device vendor to enable configuration, management, and operation of their devices without many alternatives. 

Adversaries may seek to target these trusted application binaries to execute or send commands without the development of custom malware. For example, adversaries may target a SCADA server binary which has the existing ability to send commands to substation devices, such as through IEC 104 command messages. Proxy execution may still require the development of custom tools to hook into the application binary’s execution.

",https://attack.mitre.org/techniques/T0894,25 March 2024,15 April 2025,ics-attack,1.0,Evasion,,None,,"(Citation: Mandiant-Sandworm-Ukraine-2022),,,"
T0857,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,System Firmware,"System firmware on modern assets is often designed with an update feature. Older device firmware may be factory installed and require special reprograming equipment. When available, the firmware update feature enables vendors to remotely patch bugs and perform upgrades. Device firmware updates are often delegated to the user and may be done using a software update package. It may also be possible to perform this task over the network. 

An adversary may exploit the firmware update feature on accessible devices to upload malicious or out-of-date firmware. Malicious modification of device firmware may provide an adversary with root access to a device, given firmware is one of the lowest programming abstraction layers. (Citation: Basnight, Zachry, et al.)",https://attack.mitre.org/techniques/T0857,21 May 2020,16 April 2025,ics-attack,1.1,"Inhibit Response Function, Persistence",,None,,"(Citation: Ukraine15 - EISAC - 201603),(Citation: Dragos FROSTYGOOP 2024),(Citation: DHS CISA February 2019),(Citation: Department of Homeland Security September 2016),(Citation: N/A),(Citation: Intel),(Citation: ESET Research Whitepapers September 2018),,"
T0882,attack-pattern--b7e13ee8-182c-4f19-92a4-a88d7d855d54,Theft of Operational Information,"Adversaries may steal operational information on a production environment as a direct mission outcome for personal gain or to inform future operations. This information may include design documents, schedules, rotational data, or similar artifacts that provide insight on operations.    In the Bowman Dam incident, adversaries probed systems for operational data. (Citation: Mark Thompson March 2016) (Citation: Danny Yadron December 2015)",https://attack.mitre.org/techniques/T0882,21 May 2020,24 October 2025,ics-attack,1.0,Impact,,None,,"(Citation: Kevin Savage and Branko Spasojevic),(Citation: Symantec),(Citation: SecureWorks September 2019),(Citation: McAfee Labs October 2019),(Citation: ESET),(Citation: Keith Stouffer May 2015),(Citation: National Institute of Standards and Technology April 2013),,"
T0864,attack-pattern--35392fb4-a31d-4c6a-b9f2-1c65b7f5e6b9,Transient Cyber Asset,"Adversaries may target devices that are transient across ICS networks and external networks. Normally, transient assets are brought into an environment by authorized personnel and do not remain in that environment on a permanent basis. (Citation: North American Electric Reliability Corporation June 2021) Transient assets are commonly needed to support management functions and may be more common in systems where a remotely managed asset is not feasible, external connections for remote access do not exist, or 3rd party contractor/vendor access is required. 

Adversaries may take advantage of transient assets in different ways. For instance, adversaries may target a transient asset when it is connected to an external network and then leverage its trusted access in another environment to launch an attack. They may also take advantage of installed applications and libraries that are used by legitimate end-users to interact with control system devices. 

Transient assets, in some cases, may not be deployed with a secure configuration leading to weaknesses that could allow an adversary to propagate malicious executable code, e.g., the transient asset may be infected by malware and when connected to an ICS environment the malware propagates onto other systems. ",https://attack.mitre.org/techniques/T0864,14 October 2021,15 April 2025,ics-attack,1.2,Initial Access,,None,,"(Citation: Marshall Abrams July 2008),(Citation: National Institute of Standards and Technology April 2013),(Citation: Emerson Exchange),(Citation: North America Transmission Forum December 2019),(Citation: National Security Agency February 2016),,"
T0855,attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,Unauthorized Command Message,"Adversaries may send unauthorized command messages to instruct control system assets to perform actions outside of their intended functionality, or without the logical preconditions to trigger their expected function. Command messages are used in ICS networks to give direct instructions to control systems devices. If an adversary can send an unauthorized command message to a control system, then it can instruct the control systems device to perform an action outside the normal bounds of the device's actions. An adversary could potentially instruct a control systems device to perform an action that will cause an [Impact](https://attack.mitre.org/tactics/TA0105). (Citation: Bonnie Zhu, Anthony Joseph, Shankar Sastry 2011)

In the Dallas Siren incident, adversaries were able to send command messages to activate tornado alarm systems across the city without an impending tornado or other disaster. (Citation: Zack Whittaker April 2017) (Citation: Benjamin Freed March 2019)",https://attack.mitre.org/techniques/T0855,21 May 2020,16 April 2025,ics-attack,1.2,Impair Process Control,,None,,"(Citation: Mandiant-Sandworm-Ukraine-2022),(Citation: Industroyer2 Mandiant April 2022),(Citation: CISA-AA22-103A),(Citation: Ukraine15 - EISAC - 201603),(Citation: Marshall Abrams July 2008),(Citation: Anton Cherepanov, ESET June 2017),(Citation: FireEye TRITON 2018),(Citation: Industroyer2 Forescout July 2022),(Citation: Karen Scarfone; Paul Hoffman September 2009),(Citation: Keith Stouffer May 2015),(Citation: Dwight Anderson 2014),(Citation: Department of Homeland Security September 2016),,"
T0863,attack-pattern--2736b752-4ec5-4421-a230-8977dea7649c,User Execution,"Adversaries may rely on a targeted organizations user interaction for the execution of malicious code. User interaction may consist of installing applications, opening email attachments, or granting higher permissions to documents. 

Adversaries may embed malicious code or visual basic code into files such as Microsoft Word and Excel documents or software installers. (Citation: Booz Allen Hamilton) Execution of this code requires that the user enable scripting or write access within the document. Embedded code may not always be noticeable to the user especially in cases of trojanized software. (Citation: Daavid Hentunen, Antti Tikkanen June 2014) 

A Chinese spearphishing campaign running from December 9, 2011 through February 29, 2012 delivered malware through spearphishing attachments which required user action to achieve execution. (Citation: CISA AA21-201A Pipeline Intrusion July 2021)",https://attack.mitre.org/techniques/T0863,21 May 2020,15 April 2025,ics-attack,1.1,Execution,,None,,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Orkhan Mamedov, Fedor Sinitsyn, Anton Ivanov October 2017),(Citation: Daavid Hentunen, Antti Tikkanen June 2014),(Citation: Kyle Wilhoit),(Citation: Tom Fakterman August 2019),,,"
T0859,attack-pattern--cd2c76a4-5e23-4ca5-9c40-d5e0604f7101,Valid Accounts,"Adversaries may steal the credentials of a specific user or service account using credential access techniques. In some cases, default credentials for control system devices may be publicly available. Compromised credentials may be used to bypass access controls placed on various resources on hosts and within the network, and may even be used for persistent access to remote systems. Compromised and default credentials may also grant an adversary increased privilege to specific systems and devices or access to restricted areas of the network. Adversaries may choose not to use malware or tools, in conjunction with the legitimate access those credentials provide, to make it harder to detect their presence or to control devices and send legitimate commands in an unintended way. 

Adversaries may also create accounts, sometimes using predefined account names and passwords, to provide a means of backup access for persistence. (Citation: Booz Allen Hamilton) 

The overlap of credentials and permissions across a network of systems is of concern because the adversary may be able to pivot across accounts and systems to reach a high level of access (i.e., domain or enterprise administrator)  and possibly between the enterprise and operational technology environments. Adversaries may be able to leverage valid credentials from one system to gain access to another system.",https://attack.mitre.org/techniques/T0859,21 May 2020,15 April 2025,ics-attack,1.1,"Lateral Movement, Persistence",,None,,"(Citation: Dragos Crashoverride 2018),(Citation: Booz Allen Hamilton),(Citation: CISA-AA22-103A),(Citation: Ukraine15 - EISAC - 201603),(Citation: Wylie-22),(Citation: FireEye TRITON 2018),(Citation: Dragos),(Citation: Microsoft May 2017),(Citation: Schweitzer Engineering Laboratories August 2015),(Citation: Microsoft February 2019),(Citation: Microsoft August 2018),(Citation: CISA June 2013),(Citation: Keith Stouffer May 2015),,"
