source ID,source name,source ref,source type,mapping type,target ID,target name,target ref,target type,mapping description,STIX ID,created,last modified
M0950,Exploit Protection,course-of-action--49363b74-d506-4342-bd63-320586ebadb9,mitigation,mitigates,T0820,Exploitation for Evasion,attack-pattern--9f947a1c-3860-48a8-8af0-a2dfa3efde03,technique,"Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. (Citation: Microsoft Security Response Center August 2017) Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. (Citation: Wikipedia) Many of these protections depend on the architecture and target application binary for compatibility and may not work for all software or services targeted.
",relationship--238f967a-0c29-4aa3-bbb5-3dc593473bbf,21 September 2020,16 April 2025
M0950,Exploit Protection,course-of-action--49363b74-d506-4342-bd63-320586ebadb9,mitigation,mitigates,T0890,Exploitation for Privilege Escalation,attack-pattern--cfe68e93-ce94-4c0f-a57d-3aa72cedd618,technique,"Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. (Citation: Microsoft Security Response Center August 2017) Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. (Citation: Wikipedia) Many of these protections depend on the architecture and target application binary for compatibility and may not work for all software or services targeted.
",relationship--3b6567a9-6213-4db4-a069-1a86b1098b63,13 April 2021,16 April 2025
M0950,Exploit Protection,course-of-action--49363b74-d506-4342-bd63-320586ebadb9,mitigation,mitigates,T0866,Exploitation of Remote Services,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,technique,"Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. (Citation: Microsoft Security Response Center August 2017) Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. (Citation: Wikipedia) Many of these protections depend on the architecture and target application binary for compatibility and may not work for all software or services targeted.
",relationship--47f15a06-8675-4698-833d-bd141ed9e755,21 September 2020,16 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0800,Activate Firmware Update Mode,attack-pattern--19a71d1e-6334-4233-8260-b749cae37953,technique,"Filter for protocols and payloads associated with firmware activation or updating activity.
",relationship--ee89466e-0655-4217-844d-fb8ea4f76247,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0806,Brute Force I/O,attack-pattern--8e7089d3-fba2-44f8-94a8-9a79c53920c4,technique,"Allow/denylists can be used to block access when excessive I/O connections are detected from a system or device during a specified time period.
",relationship--9a44b2a8-9f4c-43df-9174-1cba6e165886,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0884,Connection Proxy,attack-pattern--d67adac8-e3b9-44f9-9e6d-6c2a7d69dbe4,technique,"Traffic to known anonymity networks and C2 infrastructure can be blocked through the use of network allow and block lists. It should be noted that this kind of blocking may be circumvented by other techniques likeDomain Fronting.
",relationship--7bfaf0ff-6d88-460f-aa32-3fb0267b4f20,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0868,Detect Operating Mode,attack-pattern--2aa406ed-81c3-4c1d-ba83-cfbee5a2847a,technique,"Perform inline allowlisting of automation protocol commands  to prevent devices from sending unauthorized command or reporting messages. Allow/denylist techniques need to be designed with sufficient accuracy to prevent the unintended blocking of valid messages.
",relationship--64db6a39-64d2-4999-97d7-91c28c32f42e,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0816,Device Restart/Shutdown,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,technique,"Application denylists can be used to block automation protocol functions used to initiate device shutdowns or restarts, such as DNP3's 0x0D function code, or vulnerabilities that can be used to trigger device shutdowns (e.g., CVE-2014-9195, CVE-2015-5374).
",relationship--ca768c2a-0f14-471c-90a5-bce649e88d51,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0839,Module Firmware,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,technique,"Filter for protocols and payloads associated with firmware activation or updating activity.
",relationship--3da977ab-c863-4e6f-a5b7-68173160da00,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0861,Point & Tag Identification,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,technique,"Perform inline allowlisting of automation protocol commands  to prevent devices from sending unauthorized command or reporting messages. Allow/denylist techniques need to be designed with sufficient accuracy to prevent the unintended blocking of valid messages.
",relationship--686cbd74-ef49-4e77-9599-21777d3a4738,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0843,Program Download,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,technique,"Filter for protocols and payloads associated with program download activity to prevent unauthorized device configurations.
",relationship--366a4cd1-aa95-4985-9d80-b45a2551e298,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0845,Program Upload,attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,technique,"Filter for protocols and payloads associated with program upload activity to prevent unauthorized access to device configurations.
",relationship--baf4bd30-4213-43c3-b70c-54418e734caf,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0886,Remote Services,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,technique,"Filter application-layer protocol messages for remote services to block any unauthorized activity.
",relationship--f0c8a954-c1a0-453a-9c1d-484305abdab2,12 April 2021,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0848,Rogue Master,attack-pattern--b14395bd-5419-4ef4-9bd8-696936f509bb,technique,"Perform inline allowlisting of automation protocol commands  to prevent devices from sending unauthorized command or reporting messages. Allow/denylist techniques need to be designed with sufficient accuracy to prevent the unintended blocking of valid reporting messages.
",relationship--575f0e0b-d68d-432b-abb3-cbd3e641fc88,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0856,Spoof Reporting Message,attack-pattern--8535b71e-3c12-4258-a4ab-40257a1becc4,technique,"Perform inline allowlisting of automation protocol commands  to prevent devices from sending unauthorized command or reporting messages. Allow/denylist techniques need to be designed with sufficient accuracy to prevent the unintended blocking of valid reporting messages.
",relationship--d08fdedd-12f6-4681-9167-70d070432dee,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0857,System Firmware,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,technique,"Filter for protocols and payloads associated with firmware activation or updating activity.
",relationship--dc46ffc2-eac7-4491-8d2a-46cf8e2e963f,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0855,Unauthorized Command Message,attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,technique,"Perform inline allowlisting of automation protocol commands  to prevent devices from sending unauthorized command or reporting messages. Allow/denylist techniques need to be designed with sufficient accuracy to prevent the unintended blocking of valid messages.
",relationship--48489baf-56c2-423e-964a-0a61688e4a19,21 September 2020,28 April 2025
M0937,Filter Network Traffic,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,mitigation,mitigates,T0859,Valid Accounts,attack-pattern--cd2c76a4-5e23-4ca5-9c40-d5e0604f7101,technique,"Consider using IP allowlisting along with user account management to ensure that data access is restricted not only to valid users but only from expected IP ranges to mitigate the use of stolen credentials to access data.
",relationship--5dfa5bad-8b0b-4884-bf01-04ea89e3ccf7,21 September 2020,28 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0800,Activate Firmware Update Mode,attack-pattern--19a71d1e-6334-4233-8260-b749cae37953,technique,"Devices that allow remote management of firmware should require authentication before allowing any changes. The authentication mechanisms should also support [Account Use Policies](https://attack.mitre.org/mitigations/M0936), [Password Policies](https://attack.mitre.org/mitigations/M0927), and [User Account Management](https://attack.mitre.org/mitigations/M0918)",relationship--63453d2f-30f6-40ab-b32c-506d940ecd20,21 September 2020,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0858,Change Operating Mode,attack-pattern--2883c520-7957-46ca-89bd-dab1ad53b601,technique,"All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support [Account Use Policies](https://attack.mitre.org/mitigations/M0936), [Password Policies](https://attack.mitre.org/mitigations/M0927), and [User Account Management](https://attack.mitre.org/mitigations/M0918).",relationship--22448288-32d9-4d2c-be16-0784e119fff1,21 September 2020,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0885,Commonly Used Port,attack-pattern--e6c31185-8040-4267-83d3-b217b8a92f07,technique,"All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support [Account Use Policies](https://attack.mitre.org/mitigations/M0936), [Password Policies](https://attack.mitre.org/mitigations/M0927), and [User Account Management](https://attack.mitre.org/mitigations/M0918).",relationship--0a5d2136-e1f5-4a54-be64-a558f918bf0d,21 September 2020,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0868,Detect Operating Mode,attack-pattern--2aa406ed-81c3-4c1d-ba83-cfbee5a2847a,technique,"All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support [Account Use Policies](https://attack.mitre.org/mitigations/M0936), [Password Policies](https://attack.mitre.org/mitigations/M0927), and [User Account Management](https://attack.mitre.org/mitigations/M0918).",relationship--49d38b21-5ce5-48d9-a356-639fc6c7a53d,21 September 2020,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0816,Device Restart/Shutdown,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,technique,"All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support [Account Use Policies](https://attack.mitre.org/mitigations/M0936), [Password Policies](https://attack.mitre.org/mitigations/M0927), and [User Account Management](https://attack.mitre.org/mitigations/M0918).",relationship--3a6cd53d-0d4e-4cf8-8edf-f9ebde4faac4,21 September 2020,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0871,Execution through API,attack-pattern--5a2610f6-9fff-41e1-bc27-575ca20383d4,technique,"All APIs on remote systems or local processes should require the authentication of users before executing any code or system changes.
",relationship--dded2d68-35c7-42c4-af10-efe7731673e3,21 September 2020,28 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0838,Modify Alarm Settings,attack-pattern--e5de767e-f513-41cd-aa15-33f6ce5fbf92,technique,"All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support [Account Use Policies](https://attack.mitre.org/mitigations/M0936), [Password Policies](https://attack.mitre.org/mitigations/M0927), and [User Account Management](https://attack.mitre.org/mitigations/M0918).",relationship--03a9cdc7-3cc5-43e3-9a9c-97d1c4310e35,21 September 2020,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0821,Modify Controller Tasking,attack-pattern--09a61657-46e1-439e-b3ed-3e4556a78243,technique,"All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support Account Use Policies, Password Policies, and User Account Management.",relationship--5f5c38f6-aa3e-4447-a2d3-a76830ab36b0,25 September 2023,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0836,Modify Parameter,attack-pattern--097924ce-a9a9-4039-8591-e0deedfb8722,technique,"All field controllers should require that user authenticate for all remote or local management sessions. The authentication mechanisms should also support Account Use Policies, Password Policies, and User Account Management.",relationship--af20f409-05ed-42c3-ae3e-09b047b84875,25 September 2023,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0889,Modify Program,attack-pattern--fc5fda7e-6b2c-4457-b036-759896a2efa2,technique,"All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support Account Use Policies, Password Policies, and User Account Management.",relationship--fad25140-73de-40d5-a010-3464188db973,25 September 2023,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0839,Module Firmware,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,technique,"Devices that allow remote management of firmware should require authentication before allowing any changes. The authentication mechanisms should also support [Account Use Policies](https://attack.mitre.org/mitigations/M0936), [Password Policies](https://attack.mitre.org/mitigations/M0927), and [User Account Management](https://attack.mitre.org/mitigations/M0918).",relationship--7d6c4a00-acde-40af-bf91-a4ef009cf135,21 September 2020,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0861,Point & Tag Identification,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,technique,"All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support [Account Use Policies](https://attack.mitre.org/mitigations/M0936), [Password Policies](https://attack.mitre.org/mitigations/M0927), and [User Account Management](https://attack.mitre.org/mitigations/M0918).",relationship--79324bdd-cdab-4d0a-af60-af1047c1d117,21 September 2020,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0843,Program Download,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,technique,"All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support [Account Use Policies](https://attack.mitre.org/mitigations/M0936), [Password Policies](https://attack.mitre.org/mitigations/M0927), and [User Account Management](https://attack.mitre.org/mitigations/M0918).",relationship--fa1bde35-63d9-4c5c-969b-2c17c29089fa,21 September 2020,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0845,Program Upload,attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,technique,"All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support [Account Use Policies](https://attack.mitre.org/mitigations/M0936), [Password Policies](https://attack.mitre.org/mitigations/M0927), and [User Account Management](https://attack.mitre.org/mitigations/M0918).",relationship--f45c2df8-30e7-45d0-8067-7b2870767574,21 September 2020,16 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0886,Remote Services,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,technique,"All remote services should require strong authentication before providing user access.
",relationship--6d1906b4-e815-4688-86f1-ce61d403f8c6,21 September 2020,28 April 2025
M0804,Human User Authentication,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,mitigation,mitigates,T0857,System Firmware,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,technique,"Devices that allow remote management of firmware should require authentication before allowing any changes. The authentication mechanisms should also support [Account Use Policies](https://attack.mitre.org/mitigations/M0936), [Password Policies](https://attack.mitre.org/mitigations/M0927), and [User Account Management](https://attack.mitre.org/mitigations/M0918).",relationship--17fdec71-98e8-4314-a1be-037edede58bd,21 September 2020,16 April 2025
M0935,Limit Access to Resource Over Network,course-of-action--49b306c1-a046-42c5-a4d2-30f264ada110,mitigation,mitigates,T0822,External Remote Services,attack-pattern--8d2f3bab-507c-4424-b58b-edc977bd215c,technique,"Limit access to remote services through centrally managed concentrators such as VPNs and other managed remote access systems.
",relationship--2daeeaaa-5b4b-4bb7-a94d-78a5749027ca,21 September 2020,28 April 2025
M0934,Limit Hardware Installation,course-of-action--9e3adcad-0b8f-4ecc-a2f3-06f607f53bf0,mitigation,mitigates,T0847,Replication Through Removable Media,attack-pattern--c267bbee-bb59-47fe-85e0-3ed210337c21,technique,"Enforce system policies or physical restrictions to limit hardware such as USB devices on critical assets.
",relationship--8f90363e-2825-4178-807f-9268a28760fa,21 September 2020,28 April 2025
M0805,Mechanical Protection Layers,course-of-action--8bc4a54e-810c-4600-8b6c-08fa8413a401,mitigation,mitigates,T0879,Damage to Property,attack-pattern--83ebd22f-b401-4d59-8219-2294172cf916,technique,"Protection devices should have minimal digital components to prevent exposure to related adversarial techniques. Examples include interlocks, rupture disks, release valves, etc. (Citation: A G Foord, W G Gulland, C R Howard, T Kellacher, W H Smith 2004) 
",relationship--e607bb66-e53f-4684-b3f1-36a997e27d01,21 September 2020,28 April 2025
M0805,Mechanical Protection Layers,course-of-action--8bc4a54e-810c-4600-8b6c-08fa8413a401,mitigation,mitigates,T0880,Loss of Safety,attack-pattern--5fa00fdd-4a55-4191-94a0-564181d7fec2,technique,"Protection devices should have minimal digital components to prevent exposure to related adversarial techniques. Examples include interlocks, rupture disks, release valves, etc. (Citation: A G Foord, W G Gulland, C R Howard, T Kellacher, W H Smith 2004) 
",relationship--242b5a0d-e4e8-4ceb-a975-cf8efd64e981,21 September 2020,28 April 2025
M0806,Minimize Wireless Signal Propagation,course-of-action--fce6866f-9a87-4d3e-a73c-f02d8937fe0e,mitigation,mitigates,T0860,Wireless Compromise,attack-pattern--2877063e-1851-48d2-bcc6-bc1d2733157e,technique,"Techniques can include (i) reducing transmission power on wireless signals, (ii) adjusting antenna gain to prevent extensions beyond organizational boundaries, and (iii) employing RF shielding techniques to block excessive signal propagation. (Citation: DHS  National Urban Security Technology Laboratory April 2019)
",relationship--b2e10e48-8bd9-472a-9c6f-1d38650e8df1,21 September 2020,28 April 2025
M0806,Minimize Wireless Signal Propagation,course-of-action--fce6866f-9a87-4d3e-a73c-f02d8937fe0e,mitigation,mitigates,T0887,Wireless Sniffing,attack-pattern--0fe075d5-beac-4d02-b93e-0f874997db72,technique,"Reduce the range of RF communications to their intended operating range when possible. Propagation reduction methods may include (i) reducing transmission power on wireless signals, (ii) adjusting antenna gain to prevent extensions beyond organizational boundaries, and (iii) employing RF shielding techniques to block excessive signal propagation.  (Citation: DHS  National Urban Security Technology Laboratory April 2019)
",relationship--2f6b635b-1441-4ef0-9289-1ed6b9098d4a,21 September 2020,28 April 2025
M0816,Mitigation Limited or Not Effective,course-of-action--469b78dd-a54d-4f7c-8c3b-4a1dd916b433,mitigation,mitigates,T0823,Graphical User Interface,attack-pattern--b0628bfc-5376-4a38-9182-f324501cb4cf,technique,"Once an adversary has access to a remote GUI they can abuse system features, such as required HMI functions.
",relationship--2b62e4c0-9267-47bd-8f4d-0394b13fb566,21 September 2020,28 April 2025
M0816,Mitigation Limited or Not Effective,course-of-action--469b78dd-a54d-4f7c-8c3b-4a1dd916b433,mitigation,mitigates,T0877,I/O Image,attack-pattern--53a48c74-0025-45f4-b04a-baa853df8204,technique,"This technique may not be effectively mitigated against, consider controls for assets and processes that lead to the use of this technique.
",relationship--17ae41a5-cb45-4935-bec1-ea0c8bfb2f34,21 September 2020,28 April 2025
M0816,Mitigation Limited or Not Effective,course-of-action--469b78dd-a54d-4f7c-8c3b-4a1dd916b433,mitigation,mitigates,T0835,Manipulate I/O Image,attack-pattern--36e9f5bc-ac13-4da4-a2f4-01f4877d9004,technique,"This technique may not be effectively mitigated against, consider controls for assets and processes that lead to the use of this technique.
",relationship--b5bb5ec3-aa3c-4734-8425-4be80c5658a9,21 September 2020,28 April 2025
M0816,Mitigation Limited or Not Effective,course-of-action--469b78dd-a54d-4f7c-8c3b-4a1dd916b433,mitigation,mitigates,T0801,Monitor Process State,attack-pattern--2d0d40ad-22fa-4cc8-b264-072557e1364b,technique,"This type of attack technique cannot be easily mitigated with preventive controls since it is based on the abuse of system features.
",relationship--5804ae3d-0daf-47a5-b026-d42878f55803,21 September 2020,28 April 2025
M0816,Mitigation Limited or Not Effective,course-of-action--469b78dd-a54d-4f7c-8c3b-4a1dd916b433,mitigation,mitigates,T0840,Network Connection Enumeration,attack-pattern--ea0c980c-5cf0-43a7-a049-59c4c207566e,technique,"Network connection enumeration is likely obtained by using common system tools (e.g., netstat, ipconfig).
",relationship--ae7487f1-a2d0-443d-b418-cd726c5ac15f,21 September 2020,28 April 2025
M0816,Mitigation Limited or Not Effective,course-of-action--469b78dd-a54d-4f7c-8c3b-4a1dd916b433,mitigation,mitigates,T0852,Screen Capture,attack-pattern--c5e3cdbc-0387-4be9-8f83-ff5c0865f377,technique,"Preventing screen capture on a device may require disabling various system calls supported by the operating systems (e.g., Microsoft WindowsGraphicsCaputer APIs), however, these may be needed for other critical applications.
",relationship--b5e52859-8dab-4e7e-af70-bb38c6993c98,21 September 2020,28 April 2025
M0932,Multi-factor Authentication,course-of-action--ddf3e568-f065-49e2-9106-42029a28ddbd,mitigation,mitigates,T0822,External Remote Services,attack-pattern--8d2f3bab-507c-4424-b58b-edc977bd215c,technique,"Use strong multi-factor authentication for remote service accounts to mitigate an adversary's ability to leverage stolen credentials. Be aware of multi-factor authentication interception techniques for some implementations.
",relationship--dc35c44a-a90c-48a1-8811-af2618216e42,21 September 2020,16 April 2025
M0932,Multi-factor Authentication,course-of-action--ddf3e568-f065-49e2-9106-42029a28ddbd,mitigation,mitigates,T0842,Network Sniffing,attack-pattern--38213338-1aab-479d-949b-c81b66ccca5c,technique,"Use multi-factor authentication wherever possible.
",relationship--58a0fd57-ea5f-46b0-84ac-c5b963fb7e94,21 September 2020,28 April 2025
M0932,Multi-factor Authentication,course-of-action--ddf3e568-f065-49e2-9106-42029a28ddbd,mitigation,mitigates,T0859,Valid Accounts,attack-pattern--cd2c76a4-5e23-4ca5-9c40-d5e0604f7101,technique,"Integrating multi-factor authentication (MFA) as part of organizational policy can greatly reduce the risk of an adversary gaining access to valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information. MFA can also be used to restrict access to cloud resources and APIs.
",relationship--9b412b1f-2dd0-4e7f-8364-f625181ba1db,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0800,Activate Firmware Update Mode,attack-pattern--19a71d1e-6334-4233-8260-b749cae37953,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--10626671-941d-4a82-a835-56059058ef87,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0878,Alarm Suppression,attack-pattern--2900bbd8-308a-4274-b074-5b8bde8347bc,technique,"Utilize network allowlists to restrict unnecessary connections to network devices (e.g., comm servers, serial to ethernet converters) and services, especially in cases when devices have limits on the number of simultaneous sessions they support.
",relationship--ade12d27-13bb-4ebf-be08-7039cf699682,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0802,Automated Collection,attack-pattern--3de230d4-3e42-4041-b089-17e1128feded,technique,"Utilize network allowlists to restrict unnecessary connections to network devices (e.g., comm servers, serial to ethernet converters) and services, especially in cases when devices have limits on the number of simultaneous sessions they support.
",relationship--6f0384e6-73c8-4fc7-bc0c-0a8c2bfa473d,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0803,Block Command Message,attack-pattern--008b8f56-6107-48be-aa9f-746f927dbb61,technique,"Utilize network allowlists to restrict unnecessary connections to network devices (e.g., comm servers, serial to ethernet converters) and services, especially in cases when devices have limits on the number of simultaneous sessions they support.
",relationship--c6562519-81c5-4eca-a815-f46ac0ed4bcc,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0804,Block Reporting Message,attack-pattern--3f1f4ccb-9be2-4ff8-8f69-dd972221169b,technique,"Utilize network allowlists to restrict unnecessary connections to network devices (e.g., comm servers, serial to ethernet converters) and services, especially in cases when devices have limits on the number of simultaneous sessions they support.
",relationship--7fc9fbfc-ab9f-4189-bc1f-d473e9ef36b5,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0805,Block Serial COM,attack-pattern--1c478716-71d9-46a4-9a53-fa5d576adb60,technique,"Implement network allowlists to minimize serial comm port access to only authorized hosts, such as comm servers and RTUs.
",relationship--cd297a7b-4b02-407e-a798-e36fef4cf3a1,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0806,Brute Force I/O,attack-pattern--8e7089d3-fba2-44f8-94a8-9a79c53920c4,technique,"Utilize network allowlists to restrict unnecessary connections to network devices (e.g., comm servers, serial to ethernet converters) and services, especially in cases when devices have limits on the number of simultaneous sessions they support.
",relationship--461e81a2-c7ad-499e-908d-05ef2f7bd9cd,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0858,Change Operating Mode,attack-pattern--2883c520-7957-46ca-89bd-dab1ad53b601,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--ab60fe4a-5860-410a-8bca-2cdbea95e5f8,21 September 2020,28 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0884,Connection Proxy,attack-pattern--d67adac8-e3b9-44f9-9e6d-6c2a7d69dbe4,technique,"Network allowlists can be implemented through either host-based files or system host files to specify what external connections (e.g., IP address, MAC address, port, protocol) can be made from a device. Allowlist techniques that operate at the application layer (e.g., DNP3, Modbus, HTTP) are addressed in the [Filter Network Traffic](https://attack.mitre.org/mitigations/M0937) mitigation.",relationship--c8dd2735-bd04-4413-847d-316b77c6de19,21 September 2020,16 April 2025
M0807,Network Allowlists,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,mitigation,mitigates,T0879,Damage to Property,attack-pattern--83ebd22f-b401-4d59-8219-2294172cf916,technique,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations. (Citation: Department of Homeland Security September 2016)
",relationship--58269882-7e8d-4d24-b7a3-dbef6196cb61,21 September 2020,28 April 2025
